site_id_from;site_id_to;iwait;inveht;xpen;xnum;cost
2629;2785;0.8;3.05;5;1;10.41
2630;2785;1.57;1.37;0;0;2.94
2686;2785;2.14;11.54;7.14;1.43;22.79
2786;2785;1.63;1.37;0;0;3
2787;2785;1.63;2.51;0;0;4.14
2788;2785;1.63;4.21;0;0;5.84
2790;2785;1.63;7.15;0;0;8.78
2791;2785;1.63;9.58;0;0;11.21
2793;2785;0.86;6.97;5;1;14.4
2794;2785;0.82;5.06;5;1;12.45
2795;2785;2.31;2.62;5;1;11.5
2811;2785;0.66;8.18;4.42;0.88;14.71
2814;2785;0.65;9.41;10;2;22.44
2860;2785;2;6.49;5;1;15.12
2861;2785;1.63;5.34;0;0;6.97
2862;2785;2.5;7.16;5;1;16.29
2863;2785;4.29;8.65;5;1;19.57
2924;2785;1.76;9.23;7.35;1.47;20.35
2925;2785;0.73;8.24;10;2;21.36
2926;2785;0.75;7.01;5;1;14.39
2937;2785;2.14;8.29;10;2;22.83
3014;2785;3.33;8.19;7.22;1.44;20.73
3317;2785;1.55;11.51;10;2;25.48
3318;2785;5;19.73;10;2;37.18
3349;2785;3.33;9.68;5;1;19.64
3798;2785;3.33;8.01;7.22;1.44;20.54
3799;2785;1.5;7.19;8.75;1.75;19.67
3962;2785;0.71;17.66;6.19;1.24;29.53
4077;2785;5;21.77;10;2;39.19
4138;2785;5;4.32;5;1;15.95
4142;2785;1.11;6.87;8.89;1.78;19.11
4149;2785;7.5;7.88;10;2;27.8
4151;2785;6;8.55;5;1;21.18
4187;2785;4.29;9.84;10;2;26.51
4276;2785;1.43;7.9;10;2;21.73
4304;2785;3.33;7.69;5;1;17.59
4308;2785;1.88;5.6;5;1;14.05
4309;2785;7.5;11.95;10;2;34.77
4351;2785;3.75;11.2;7.5;1.5;24.45
4352;2785;3.75;11.2;7.5;1.5;24.46
4355;2785;0.91;8.49;8.94;1.79;20.56
4357;2785;4.29;9.97;5;1;20.89
6159;2785;2.73;4.68;10;2;19.83
1658;4355;0.83;10.25;10;2;26.16
1659;4355;0.83;9.54;10;2;25.45
2025;4355;0.71;10.59;10;2;23.38
2359;4355;1.67;5.29;5;1;13.62
2360;4355;2.5;6.14;5;1;15.31
2363;4355;0.77;9.4;8.46;1.69;20.81
2368;4355;0.86;7.48;7.14;1.43;17.47
2369;4355;1.36;6.15;10;2;20.84
2576;4355;1.67;9.07;8.06;1.61;20.92
2589;4355;1.67;2.91;0;0;4.58
2590;4355;2;3.98;5;1;12.65
2591;4355;2;5.31;5;1;13.98
2592;4355;2;6.35;5;1;15.02
2593;4355;1.67;8.88;8.06;1.61;20.72
2594;4355;1.58;6.72;7.89;1.58;18.29
2597;4355;0.75;3.61;5;1;11.03
2616;4355;0.73;4.99;9.03;1.81;16.54
2628;4355;3.75;11.64;5;1;22.06
2629;4355;3.75;12.54;5;1;22.96
2630;4355;0.79;7.88;5;1;17.96
2686;4355;2.14;7.34;5;1;21.99
2785;4355;1.57;10.11;5;1;20.97
2786;4355;1.57;8.82;5;1;19.68
2787;4355;0.54;6.76;5;1;15.74
2788;4355;1.57;6.41;5;1;17.27
2790;4355;1.14;6.63;5;1;17.05
2791;4355;0.41;6.07;7.43;1.49;17.07
2793;4355;1.03;12.98;10;2;27.39
2794;4355;1.52;11.31;10;2;25.24
2795;4355;0.91;11.45;10;2;25.84
2811;4355;0.75;5.08;5;1;12.5
2814;4355;0.65;6.78;10;2;19.85
2860;4355;4.29;7.25;0;0;11.54
2861;4355;4.29;5.08;0;0;9.37
2862;4355;4.29;3.84;0;0;8.13
2863;4355;4.29;2.74;0;0;7.03
2924;4355;1;4.28;5;1;11.94
2925;4355;1;2.38;5;1;10.04
2926;4355;1.67;1.04;0;0;2.71
2937;4355;3.33;4.46;0;0;7.79
3014;4355;3.33;8.29;5;1;20.49
3317;4355;2.46;10.81;5;1;25.77
3318;4355;5;15.29;10;2;37.81
3349;4355;3.75;5.94;10;2;22.35
3798;4355;3.33;8.11;5;1;20.3
3799;4355;1;3.22;5;1;10.88
3962;4355;3;14.77;8.5;1.7;29.25
4077;4355;5;23.4;10;2;43.48
4138;4355;2.5;4.89;5;1;14.06
4142;4355;1.11;8.32;7.78;1.56;19.29
4149;4355;7.5;4.79;10;2;24.95
4151;4355;6;5.23;5;1;20.52
4187;4355;4.29;2.1;0;0;6.39
4276;4355;1.43;19.26;10;2;35.77
4304;4355;2;7.92;5;1;16.59
4308;4355;1.88;10.34;10;2;25.39
4309;4355;7.5;15.29;5;1;29.93
4351;4355;7.5;3.78;0;0;11.28
4352;4355;7.5;2.52;0;0;10.02
4357;4355;1.15;1.32;0;0;2.47
6159;4355;2.73;4.98;10;2;20.12
1658;2786;0.83;5.03;5;1;12.43
1659;2786;0.83;4.32;5;1;11.72
2025;2786;2.31;9.96;5;1;18.84
2359;2786;1.36;5.32;10;2;19.43
2360;2786;5;4.2;5;1;15.83
2363;2786;1.11;9.27;8.89;1.78;21.42
2368;2786;1.36;6.59;5;1;14.54
2369;2786;5;2.13;5;1;13.76
2576;2786;1.67;8.57;8.06;1.61;20.31
2589;2786;1.11;9.28;8.33;1.67;20.83
2590;2786;3.33;12.5;5;1;22.4
2591;2786;2.14;9.23;6.79;1.36;20
2592;2786;3.33;10.29;5;1;20.19
2593;2786;1.67;7.84;8.06;1.61;19.58
2594;2786;1.88;7.82;5;1;16.27
2597;2786;0.73;4.68;5;1;11.99
2616;2786;0.79;7.08;5;1;14.5
2628;2786;1.88;4.76;5;1;13.21
2629;2786;0.8;4.34;5;1;11.7
2630;2786;1.57;2.66;0;0;4.23
2686;2786;2.14;10.17;7.14;1.43;21.42
2785;2786;1.57;1.29;0;0;2.86
2787;2786;1.63;1.14;0;0;2.77
2788;2786;1.63;2.84;0;0;4.47
2790;2786;1.63;5.78;0;0;7.41
2791;2786;1.63;8.21;0;0;9.84
2793;2786;0.86;8.26;5;1;15.69
2794;2786;0.82;6.35;5;1;13.74
2795;2786;2.31;3.91;5;1;12.79
2811;2786;0.66;6.81;4.42;0.88;13.34
2814;2786;0.65;8.04;10;2;21.07
2860;2786;2;5.12;5;1;13.75
2861;2786;1.63;3.97;0;0;5.6
2862;2786;2.5;5.79;5;1;14.92
2863;2786;4.29;7.28;5;1;18.2
2924;2786;1.76;9.15;7.35;1.47;20.21
2925;2786;1;6.98;10;2;20.36
2926;2786;0.75;5.64;5;1;13.02
2937;2786;2.14;7.9;10;2;22.4
3014;2786;3.33;8.04;7.22;1.44;20.53
3317;2786;1.55;10.14;10;2;24.11
3318;2786;5;18.36;10;2;35.81
3349;2786;3.33;8.31;5;1;18.27
3798;2786;3.33;7.85;7.22;1.44;20.34
3799;2786;1.11;4.07;9.07;1.81;19.96
3962;2786;0.71;16.29;6.19;1.24;28.16
4077;2786;5;20.4;10;2;37.82
4138;2786;5;2.95;5;1;14.58
4142;2786;1.11;7.63;8.89;1.78;19.78
4149;2786;7.5;9.25;10;2;29.06
4151;2786;6;7.18;5;1;19.81
4187;2786;4.29;8.47;10;2;25.14
4276;2786;1.43;9.19;10;2;23.02
4304;2786;3.33;8.98;5;1;18.88
4308;2786;1.88;6.89;5;1;15.34
4309;2786;7.5;13.24;10;2;36.06
4351;2786;3.75;9.82;7.5;1.5;23.08
4352;2786;3.75;9.83;7.5;1.5;23.09
4355;2786;0.91;7.12;8.94;1.79;19.19
4357;2786;4.29;8.6;5;1;19.52
6159;2786;2.73;6.05;10;2;21.08
1658;2787;0.83;4.23;5;1;10.85
1659;2787;0.83;3.52;5;1;10.14
2025;2787;2.31;9.16;5;1;17.26
2359;2787;1.36;4.18;5;1;11.65
2360;2787;5;3.06;0;0;8.06
2363;2787;5;9.62;0;0;14.62
2368;2787;1.36;5.7;3.64;0.73;11.27
2369;2787;5;0.99;0;0;5.99
2576;2787;1.67;7.85;5;1;17.88
2589;2787;1.67;3.96;10;2;17.17
2590;2787;3.33;11.7;5;1;20.82
2591;2787;2.14;8.48;5;1;17.92
2592;2787;3.33;9.49;5;1;18.61
2593;2787;1.67;7.12;5;1;17.15
2594;2787;1.88;7.02;5;1;14.69
2597;2787;5;4.01;0;0;9.01
2616;2787;0.79;4.05;5;1;10.63
2628;2787;1.88;3.96;5;1;11.62
2629;2787;0.8;3.54;5;1;10.12
2630;2787;0.79;1.86;0;0;2.65
2686;2787;2.14;5.83;7.14;1.43;16.25
2785;2787;1.57;2.54;0;0;4.11
2786;2787;1.57;1.25;0;0;2.82
2788;2787;1.63;1.7;0;0;3.33
2790;2787;1.63;4.64;0;0;6.27
2791;2787;0.79;2.9;0;0;3.69
2793;2787;0.86;7.46;5;1;14.11
2794;2787;0.82;5.55;5;1;12.16
2795;2787;2.31;3.11;5;1;11.21
2811;2787;0.37;3.94;4.68;0.94;9.72
2814;2787;0.54;6.16;9.11;1.82;16.98
2860;2787;2;2.09;5;1;9.88
2861;2787;0.79;0.94;0;0;1.73
2862;2787;2.5;2.76;5;1;11.05
2863;2787;4.29;4.25;5;1;14.33
2924;2787;1.76;6.56;5;1;16.09
2925;2787;0.91;3.9;5;1;14.81
2926;2787;0.75;2.61;5;1;9.15
2937;2787;2.14;5.71;8.21;1.64;18.85
3014;2787;3.33;6.06;5;1;17.05
3317;2787;1.55;7.81;8.14;1.63;18.79
3318;2787;5;14.2;10;2;30.8
3349;2787;1.76;6.25;5;1;15.79
3798;2787;3.33;5.87;5;1;16.87
3799;2787;1.11;2.58;5;1;12.91
3962;2787;0.71;11.39;10;2;24.81
4077;2787;5;19.26;5;1;30.05
4138;2787;5;1.81;0;0;6.81
4142;2787;5;7.98;0;0;12.98
4149;2787;7.5;8.58;5;1;26.08
4151;2787;6;4.15;5;1;15.94
4187;2787;4.29;5.44;10;2;21.27
4276;2787;1.43;8.39;10;2;21.44
4304;2787;3.33;8.18;5;1;17.3
4308;2787;1.88;6.09;5;1;13.75
4309;2787;7.5;11.81;10;2;34.34
4351;2787;7.5;4.19;5;1;17.48
4352;2787;3.75;5.66;7.5;1.5;18.07
4355;2787;0.81;4.61;8.51;1.7;15.25
4357;2787;2.73;6.31;5;1;14.83
6159;2787;2.73;5.38;5;1;18.11
1658;2788;0.83;7.44;5;1;14.84
1659;2788;0.83;6.73;5;1;14.13
2025;2788;2.31;12.37;5;1;21.25
2359;2788;1.11;5.61;10;2;19.35
2360;2788;5;4.22;5;1;15.79
2363;2788;1.11;9.79;8.89;1.78;21.91
2368;2788;1.36;8.35;5;1;16.28
2369;2788;5;2.15;5;1;13.72
2576;2788;1.67;9.91;8.06;1.61;21.64
2589;2788;1.67;4.15;10;2;18.2
2590;2788;3.33;14.91;5;1;24.81
2591;2788;2.14;12.17;5;1;20.91
2592;2788;3.33;12.7;5;1;22.6
2593;2788;1.67;9.18;8.06;1.61;20.91
2594;2788;1.88;10.23;5;1;18.68
2597;2788;0.65;5.34;5;1;12.62
2616;2788;0.79;4.24;5;1;11.66
2628;2788;1.88;7.17;5;1;15.62
2629;2788;0.8;6.75;5;1;14.11
2630;2788;1.57;5.07;0;0;6.64
2686;2788;2.14;7.33;7.14;1.43;18.58
2785;2788;1.57;3.7;0;0;5.27
2786;2788;1.57;2.41;0;0;3.98
2787;2788;1.57;1.16;0;0;2.73
2790;2788;1.63;2.94;0;0;4.57
2791;2788;1.63;5.37;0;0;7
2793;2788;0.86;10.67;5;1;18.1
2794;2788;0.82;8.76;5;1;16.15
2795;2788;2.31;6.32;5;1;15.2
2811;2788;0.66;3.97;4.42;0.88;10.5
2814;2788;0.65;5.2;10;2;18.23
2860;2788;2;2.28;5;1;10.91
2861;2788;1.63;1.13;0;0;2.76
2862;2788;2.5;2.95;5;1;12.08
2863;2788;4.29;4.44;5;1;15.36
2924;2788;3.33;7.52;5;1;17.48
2925;2788;1;4.14;10;2;17.52
2926;2788;0.75;2.8;5;1;10.18
2937;2788;2.14;7.46;8.21;1.64;19.93
3014;2788;3.33;6.76;7.22;1.44;19.23
3317;2788;2.46;6.52;10;2;21.4
3318;2788;5;15.53;10;2;32.97
3349;2788;3.33;5.47;5;1;15.43
3798;2788;6;5.92;5;1;18.55
3799;2788;1.36;4.95;8.86;1.77;17.39
3962;2788;0.71;13.45;6.19;1.24;25.32
4077;2788;5;19.45;10;2;36.87
4138;2788;5;2.97;5;1;14.54
4142;2788;1.11;8.15;8.89;1.78;20.27
4149;2788;7.5;9.91;10;2;29.69
4151;2788;6;4.34;5;1;16.97
4187;2788;4.29;5.63;10;2;22.3
4276;2788;1.43;11.6;10;2;25.43
4304;2788;3.33;11.39;5;1;21.29
4308;2788;1.88;9.3;5;1;17.75
4309;2788;7.5;15.65;10;2;38.47
4351;2788;3.75;6.99;7.5;1.5;20.24
4352;2788;3.75;6.99;7.5;1.5;20.25
4355;2788;0.91;4.28;8.94;1.79;16.35
4357;2788;4.29;5.76;5;1;16.68
6159;2788;2.73;6.71;10;2;21.72
1658;2591;0.83;10.77;5;1;20.35
1659;2591;0.83;10.06;5;1;19.64
2025;2591;0.64;13.95;5;1;24.96
2359;2591;1.3;6.34;5;1;20.14
2360;2591;1.25;2.69;5;1;16.44
2363;2591;1.11;8.05;5;1;17.91
2368;2591;3.75;4.79;0;0;8.54
2369;2591;1.07;7.98;10;2;27.02
2576;2591;4.29;7.23;0;0;11.52
2589;2591;1.88;2.49;0;0;4.37
2590;2591;1.88;1.14;0;0;3.01
2592;2591;2;1.04;0;0;3.04
2593;2591;4.29;7.88;0;0;12.17
2594;2591;3.75;3.64;0;0;7.39
2597;2591;7.5;1.74;0;0;9.24
2616;2591;0.81;11.65;5;1;19.34
2628;2591;3.75;6.33;0;0;10.08
2629;2591;3.75;7.23;0;0;10.98
2630;2591;3.75;8.4;0;0;12.15
2686;2591;2.14;13.37;10;2;31.74
2785;2591;1.63;9.4;5;1;19.78
2786;2591;1.63;10.77;5;1;21.15
2787;2591;0.7;9.86;5;1;19.74
2788;2591;0.8;11.53;5;1;22.99
2790;2591;1.14;9.71;5;1;23.35
2791;2591;0.79;13.16;5;1;22.7
2793;2591;0.86;11.98;5;1;21.59
2794;2591;1.38;9.58;5;1;19.71
2795;2591;2.31;9.65;5;1;20.71
2811;2591;0.75;8.35;5;1;21.6
2814;2591;0.65;10.05;10;2;28.95
2860;2591;7.5;10.36;0;0;17.86
2861;2591;7.5;8.19;0;0;15.69
2862;2591;7.5;6.95;0;0;14.45
2863;2591;2.14;6.84;7.5;1.5;23.65
2924;2591;0.79;5.6;5;1;18.89
2925;2591;0.91;6.24;5;1;19.65
2926;2591;3;6.47;5;1;16.34
2937;2591;6;1.34;0;0;7.34
3014;2591;7.5;2.9;0;0;10.4
3317;2591;2.46;13.93;10;2;29.07
3318;2591;5;24.27;7.5;1.5;41.88
3349;2591;3.75;6.5;5;1;22.75
3798;2591;7.5;3.78;0;0;11.28
3799;2591;7.5;4.74;0;0;12.24
3962;2591;0.71;22.45;9.64;1.93;36.76
4077;2591;5;28.75;10;2;46.47
4138;2591;1.25;3.44;5;1;17.19
4142;2591;1.11;6.41;5;1;16.27
4149;2591;7.5;6.31;0;0;13.81
4151;2591;6;8.34;5;1;26.84
4187;2591;4.29;4.6;10;2;25.72
4276;2591;1.43;14.93;10;2;30.94
4304;2591;2;2.61;0;0;4.61
4308;2591;1.88;5.43;5;1;16.05
4309;2591;7.5;8.96;5;1;25.75
4351;2591;3.75;10.36;10;2;29.8
4352;2591;7.5;5.02;10;2;29.36
4355;2591;3;8;5;1;17.88
4357;2591;0.83;3.82;5;1;15.66
6159;2591;2.73;7.18;5;1;16.91
1658;2686;0.83;10.96;10;2;26.33
1659;2686;0.83;10.25;10;2;25.62
2025;2686;2.31;15.89;10;2;32.74
2359;2686;1.36;13.23;10;2;26.96
2360;2686;2;12.69;7;1.4;24.46
2363;2686;2;19.25;7;1.4;31.02
2368;2686;1.2;14.25;8.2;1.64;27.12
2369;2686;1.07;12.73;10;2;26.63
2576;2686;1.67;16.52;10;2;32.38
2589;2686;1.67;12.49;8.89;1.78;26.69
2590;2686;2;17.31;10;2;32.47
2591;2686;6;12.81;10;2;31.18
2592;2686;1.25;18.39;10;2;33.31
2593;2686;1.67;15.79;10;2;31.65
2594;2686;1.11;14.42;10;2;29.84
2597;2686;0.75;8.88;10;2;22
2616;2686;0.79;4.11;5;1;11.48
2628;2686;1.88;10.69;10;2;27.1
2629;2686;0.8;10.27;10;2;25.6
2630;2686;0.79;8.59;5;1;18.13
2785;2686;1.57;14.18;5;1;23
2786;2686;1.57;12.89;5;1;21.71
2787;2686;0.79;6.73;5;1;16.27
2788;2686;1.57;10.48;5;1;19.3
2790;2686;0.93;7.34;5;1;15.52
2791;2686;3.75;3.83;0;0;7.58
2793;2686;0.86;14.19;10;2;29.59
2794;2686;0.82;12.28;10;2;27.64
2795;2686;2.31;9.84;10;2;26.69
2811;2686;3.75;6.93;0;0;10.68
2814;2686;0.65;8.63;5;1;18.03
2860;2686;2;6.47;8.67;1.73;19.88
2861;2686;0.79;4.64;5;1;12.01
2862;2686;2.5;6.46;10;2;21.33
2863;2686;4.29;7.95;10;2;24.61
2924;2686;3.33;12.57;5;1;22.48
2925;2686;1;14.51;7.83;1.57;26.67
2926;2686;0.68;6.75;9.55;1.91;19.28
2937;2686;0.83;8.15;10;2;21.31
3014;2686;6;10.47;10;2;28.84
3317;2686;2.46;7.76;5;1;16.8
3318;2686;5;11.73;10;2;29.93
3349;2686;3.33;10.52;5;1;20.43
3798;2686;6;9.43;10;2;27.8
3799;2686;1.67;15.75;6.39;1.28;26.01
3962;2686;0.67;12.84;10;2;27.75
4077;2686;5;20.19;10;2;39.73
4138;2686;2;11.44;7;1.4;23.21
4142;2686;2;17.61;7;1.4;29.38
4149;2686;7.5;18.48;10;2;39.95
4151;2686;6;7.85;10;2;26.22
4187;2686;4.29;14.28;10;2;31.73
4276;2686;1.43;18.82;10;2;32.62
4304;2686;3.33;14.91;10;2;32.78
4308;2686;1.88;12.82;10;2;29.23
4309;2686;7.5;28.42;10;2;49.08
4351;2686;7.5;5.4;5;1;19.48
4352;2686;7.5;6.67;5;1;20.75
4355;2686;2.73;10.41;8.18;1.64;23.4
4357;2686;0.75;5.98;9.5;1.9;18.49
6159;2686;2.73;15.28;10;2;31.98
1658;2860;0.83;5.98;10;2;20.1
1659;2860;0.83;5.27;10;2;19.39
2025;2860;1.43;10.65;10;2;25.36
2359;2860;1.67;7.87;5;1;20.54
2360;2860;0.71;6.68;8.57;1.71;20.01
2363;2860;0.39;9.64;10;2;23.28
2368;2860;1.11;5.95;10;2;20.31
2369;2860;5;2.74;10;2;21.03
2576;2860;1.67;9.17;10;2;24.1
2589;2860;1.67;3.83;10;2;18.75
2590;2860;1.88;10.97;5;1;23.84
2591;2860;6;9.83;0;0;15.83
2592;2860;2;10.87;5;1;23.87
2593;2860;1.67;8.44;10;2;23.37
2594;2860;1.11;7.86;10;2;22.24
2597;2860;0.67;5.5;4.44;0.89;12.83
2616;2860;0.79;3.92;5;1;12.21
2628;2860;1.88;5.71;10;2;20.88
2629;2860;0.8;5.29;10;2;19.37
2630;2860;0.79;3.61;5;1;11.9
2686;2860;2.14;4.1;10;2;19.54
2785;2860;1.57;5.84;5;1;14.91
2786;2860;1.57;4.55;5;1;13.62
2787;2860;0.79;1.75;5;1;10.04
2788;2860;1.57;2.14;5;1;11.21
2790;2860;1.14;2.36;5;1;11
2791;2860;0.79;2.77;5;1;11.06
2793;2860;0.86;9.21;10;2;23.36
2794;2860;0.82;7.3;10;2;21.41
2795;2860;2.31;4.86;10;2;20.46
2811;2860;0.75;3.18;5;1;11.43
2814;2860;0.54;5.12;9.11;1.82;18.77
2861;2860;2.5;0.81;0;0;3.31
2862;2860;2.5;3.48;0;0;5.98
2863;2860;4.29;4.97;0;0;9.26
2924;2860;1;6.96;5;1;18.96
2925;2860;1;3.82;10;2;18.07
2926;2860;0.75;2.48;5;1;10.73
2937;2860;6;11.17;0;0;17.17
3014;2860;6;7.49;0;0;13.49
3317;2860;2.46;6.2;10;2;21.95
3318;2860;5;15.15;7.5;1.5;30.66
3349;2860;3.33;4.89;10;2;21.86
3798;2860;6;6.45;0;0;12.45
3799;2860;6;5.9;0;0;11.9
3962;2860;3;11.26;8.5;1.7;25.86
4077;2860;5;19.13;10;2;37.42
4138;2860;1.67;6.33;6.67;1.33;19.76
4142;2860;1.11;7.57;10;2;21.93
4149;2860;7.5;7.47;5;1;25.97
4151;2860;6;4.87;0;0;10.87
4187;2860;4.29;7.07;5;1;20.64
4276;2860;1.43;14.99;10;2;29.71
4304;2860;1.25;11.5;6.88;1.38;24.61
4308;2860;1.88;7.84;10;2;23
4309;2860;7.5;21.17;5;1;39.67
4351;2860;3.75;6.4;7.5;1.5;21.44
4352;2860;3.75;6.41;7.5;1.5;21.45
4355;2860;4.29;7.6;0;0;11.89
4357;2860;4.29;6.29;0;0;10.58
6159;2860;2.73;6.42;10;2;22.4
1658;2862;0.83;6.41;10;2;20.76
1659;2862;0.83;5.7;10;2;20.05
2025;2862;1.43;11.08;10;2;26.02
2359;2862;1.67;4.39;5;1;17.06
2360;2862;0.83;6.21;5;1;18.04
2363;2862;1.11;9.78;5;1;21.89
2368;2862;1.11;6.52;5;1;18.63
2369;2862;5;3.17;10;2;21.69
2576;2862;2.73;8.87;5;1;22.6
2589;2862;1.67;7.03;5;1;17.98
2590;2862;1.88;7.49;5;1;20.37
2591;2862;6;6.35;0;0;12.35
2592;2862;2;7.39;5;1;20.39
2593;2862;2.73;8.14;5;1;21.87
2594;2862;2.73;7.1;5;1;20.83
2597;2862;6;5.62;0;0;11.62
2616;2862;0.79;4.35;5;1;12.87
2628;2862;1.88;6.14;10;2;21.53
2629;2862;0.8;5.72;10;2;20.03
2630;2862;0.79;4.04;5;1;12.56
2686;2862;2.14;4.53;10;2;20.19
2785;2862;1.57;6.27;5;1;15.57
2786;2862;1.57;4.98;5;1;14.28
2787;2862;0.79;2.18;5;1;10.7
2788;2862;1.57;2.57;5;1;11.87
2790;2862;1.14;2.79;5;1;11.65
2791;2862;0.79;3.2;5;1;11.72
2793;2862;0.86;9.64;10;2;24.02
2794;2862;0.82;7.73;10;2;22.07
2795;2862;2.31;5.29;10;2;21.11
2811;2862;0.75;3.61;5;1;12.09
2814;2862;0.65;5.31;10;2;19.44
2860;2862;2.73;3.41;0;0;6.14
2861;2862;2.73;1.24;0;0;3.97
2863;2862;4.29;1.49;0;0;5.78
2924;2862;1;3.48;5;1;15.48
2925;2862;0.91;3.92;5;1;15.83
2926;2862;0.75;2.91;5;1;11.39
2937;2862;6;7.69;0;0;13.69
3014;2862;6;4.01;0;0;10.01
3317;2862;2.46;6.63;10;2;22.61
3318;2862;5;17.07;7.5;1.5;32.7
3349;2862;1.76;7.7;7.65;1.53;21.98
3798;2862;6;2.97;0;0;8.97
3799;2862;6;2.42;0;0;8.42
3962;2862;3;12.59;8.5;1.7;27.34
4077;2862;5;19.56;10;2;38.08
4138;2862;1.67;4.16;6.67;1.33;17.66
4142;2862;1.11;8.14;5;1;20.25
4149;2862;7.5;3.99;5;1;22.49
4151;2862;6;1.39;0;0;7.39
4187;2862;4.29;3.59;5;1;17.16
4276;2862;1.43;15.42;10;2;30.37
4304;2862;2;8.96;5;1;21.96
4308;2862;1.88;8.27;10;2;23.66
4309;2862;7.5;17.69;5;1;36.19
4351;2862;3.75;4.88;7.5;1.5;20.03
4352;2862;3.75;4.88;7.5;1.5;20.04
4355;2862;4.29;4.12;0;0;8.41
4357;2862;4.29;2.81;0;0;7.1
6159;2862;2.73;6.99;5;1;20.72
1658;3014;0.83;10.46;10;2;29.58
1659;3014;0.83;9.75;10;2;28.87
2025;3014;0.71;13.94;5.95;1.19;26.75
2359;3014;1.3;4.04;5;1;17.52
2360;3014;1.25;2.56;5;1;14.81
2363;3014;1.11;5.77;5;1;17.88
2368;3014;1.11;2.51;5;1;14.62
2369;3014;1.36;4.9;10;2;24.74
2576;3014;2.73;4.86;5;1;18.59
2589;3014;1.88;4.83;5;1;17.7
2590;3014;1.88;3.48;5;1;16.36
2591;3014;6;2.34;0;0;8.34
2592;3014;2;3.38;5;1;16.38
2593;3014;2.73;4.13;5;1;17.86
2594;3014;2.73;3.09;5;1;16.82
2597;3014;6;1.61;0;0;7.61
2616;3014;0.79;8.4;5;1;21.69
2628;3014;2;6.51;7.33;1.47;22.37
2629;3014;2;7.41;7.33;1.47;23.27
2630;3014;0.79;8.09;5;1;21.38
2686;3014;2.14;8.58;10;2;29.02
2785;3014;1.57;10.32;5;1;24.39
2786;3014;1.57;9.03;5;1;23.1
2787;3014;0.7;6.28;5;1;19.31
2788;3014;1.57;6.62;5;1;20.69
2790;3014;1.14;6.84;5;1;20.48
2791;3014;0.79;7.25;5;1;20.54
2793;3014;1.03;15.61;7.24;1.45;30.91
2794;3014;1.52;8.55;10;2;27.18
2795;3014;0.91;9.87;10;2;28.36
2811;3014;0.75;8.22;5;1;19.97
2814;3014;0.65;9.92;10;2;27.32
2860;3014;7.5;7.46;0;0;14.96
2861;3014;7.5;5.29;0;0;12.79
2862;3014;7.5;4.05;0;0;11.55
2863;3014;4.29;5.54;5;1;22.33
2924;3014;0.79;3.28;5;1;16.25
2925;3014;0.91;3.34;5;1;16.75
2926;3014;0.75;4.18;5;1;15.93
2937;3014;6;3.68;0;0;9.68
3317;3014;2.46;10.68;10;2;31.43
3318;3014;5;21.12;7.5;1.5;41.52
3349;3014;3.75;6.37;5;1;21.12
3798;3014;7.5;0.88;0;0;8.38
3799;3014;7.5;1.84;0;0;9.34
3962;3014;3;17.03;8.5;1.7;35.5
4077;3014;5;23.61;10;2;46.9
4138;3014;1.25;3.31;5;1;15.56
4142;3014;1.11;4.13;5;1;16.24
4149;3014;7.5;3.41;0;0;10.91
4151;3014;6;5.44;5;1;23.94
4187;3014;4.29;7.01;10;2;28.05
4276;3014;1.43;19.47;10;2;39.19
4304;3014;2;4.95;5;1;17.95
4308;3014;1.88;3.15;10;2;22.14
4309;3014;7.5;13.68;5;1;32.18
4351;3014;3.75;8.61;10;2;29.88
4352;3014;3.75;8.62;10;2;29.89
4355;3014;0.91;6.85;7.42;1.48;21.87
4357;3014;0.83;6.16;5;1;18
6159;3014;2.73;2.98;5;1;16.71
1658;3798;0.83;9.58;10;2;28.7
1659;3798;0.83;8.87;10;2;27.99
2025;3798;0.71;14.98;5.95;1.19;27.79
2359;3798;1.3;3.58;5;1;17.06
2360;3798;1.25;3.6;5;1;15.85
2363;3798;1.11;6.81;5;1;18.92
2368;3798;1.11;3.55;5;1;15.66
2369;3798;1.36;4.44;10;2;24.28
2576;3798;2.73;5.9;5;1;19.63
2589;3798;1.88;5.87;5;1;18.74
2590;3798;1.88;4.52;5;1;17.39
2591;3798;6;3.38;0;0;9.38
2592;3798;2;4.42;5;1;17.42
2593;3798;2.73;5.17;5;1;18.9
2594;3798;2.73;4.13;5;1;17.86
2597;3798;6;2.65;0;0;8.65
2616;3798;0.79;7.52;5;1;20.81
2628;3798;2;7.55;7.33;1.47;23.41
2629;3798;2;8.45;7.33;1.47;24.31
2630;3798;0.79;7.21;5;1;20.5
2686;3798;2.14;7.7;10;2;28.14
2785;3798;1.57;9.44;5;1;23.51
2786;3798;1.57;8.15;5;1;22.22
2787;3798;0.54;5.55;5;1;18.59
2788;3798;1.57;5.74;5;1;19.81
2790;3798;1.14;5.96;5;1;19.6
2791;3798;0.79;6.37;5;1;19.66
2793;3798;1.03;15.79;7.24;1.45;31.09
2794;3798;0.91;9.67;10;2;28.17
2795;3798;0.91;10.15;10;2;28.64
2811;3798;0.75;6.78;5;1;20.03
2814;3798;0.65;8.48;10;2;27.38
2860;3798;7.5;6.58;0;0;14.08
2861;3798;7.5;4.41;0;0;11.91
2862;3798;7.5;3.17;0;0;10.67
2863;3798;4.29;4.66;5;1;21.45
